FagNivaa;EnhetNivaa;Vurderingsfagkode;Nasjonaltkode;Fylkekode;Organisasjonsnummer;Vurderingsfagnavn;Nasjonalt;Fylke;EnhetNavn;2024-25.Skriftlig eksamen.Alle eierformer.Alle kjønn.Snittkarakter;2024-25.Skriftlig eksamen.Alle eierformer.Alle kjønn.Antall elever
2;3;NOR1262;I;50;874560782;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Mære landbruksskole;3,6;16
2;3;NOR1262;I;50;974560712;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Olav Duun videregående skole;3,6;29
2;3;NOR1262;I;50;974560720;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Ole Vig videregående skole;3,2;18
2;3;NOR1262;I;50;974557967;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Orkdal vidaregåande skole;3,6;7
2;3;NOR1262;I;50;974558068;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Selbu videregående skole;*;*
2;3;NOR1262;I;50;974560690;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Steinkjer videregående skole;2,4;18
2;3;NOR1262;I;50;996772810;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Strinda videregående skole;4,1;10
2;3;NOR1262;I;50;974558386;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Tiller videregående skole;3,6;19
2;3;NOR1262;I;50;974560747;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Verdal videregående skole;2,9;8
2;3;NOR1262;I;50;974560739;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Ytre Namdal videregående skole;2,7;12
2;3;NOR1262;I;50;974558033;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Åfjord videregående skole;2,7;16
2;2;NOR1262;I;39;39;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestfold;Alle skoler;2,9;135
2;3;NOR1262;I;39;974575086;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestfold;Færder videregående skole;3,5;13
2;3;NOR1262;I;39;974574993;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestfold;Greveskogen videregående skole;3,1;17
2;3;NOR1262;I;39;874575062;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestfold;Holmestrand videregående skole;*;*
2;3;NOR1262;I;39;974575051;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestfold;Melsom videregående skole;*;*
2;3;NOR1262;I;39;874575232;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestfold;Re videregående skole;2,8;20
2;3;NOR1262;I;39;974575116;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestfold;Sande videregående skole;*;*
2;3;NOR1262;I;39;974575019;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestfold;Sandefjord videregående skole;2,8;45
2;3;NOR1262;I;39;974575027;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestfold;Thor Heyerdahl videregående skole;3,2;29
2;2;NOR1262;I;46;46;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Alle skoler;3,5;436
2;3;NOR1262;I;46;999546560;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Amalie Skram videregående skole;4,4;18
2;3;NOR1262;I;46;974557444;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Arna vidaregåande skule;3,1;9
2;3;NOR1262;I;46;974557533;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Askøy videregående skole;3,6;16
2;3;NOR1262;I;46;974557592;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Austevoll vidaregåande skule;3,1;15
2;3;NOR1262;I;46;974557509;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Austrheim vidaregåande skule;3,1;12
2;3;NOR1262;I;46;974557126;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Bømlo vidaregåande skule;3,5;23
2;3;NOR1262;I;46;874571172;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Eid vidaregåande skule;*;*
2;3;NOR1262;I;46;974571145;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Flora vidaregåande skule;4;12
2;3;NOR1262;I;46;874557552;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Fusa vidaregåande skule;3,5;6
2;3;NOR1262;I;46;974557584;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Fyllingsdalen videregående skole;*;*
2;3;NOR1262;I;46;974571110;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Førde vidaregåande skule;3,9;14
2;3;NOR1262;I;46;974571080;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Høyanger vidaregåande skule;4;9
2;3;NOR1262;I;46;974557339;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Knarvik vidaregåande skule;2,9;24
2;3;NOR1262;I;46;873255692;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Krokeide videregående skole AS;*;*
2;3;NOR1262;I;46;974557282;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Kvinnherad vidaregåande skule;3,4;15
2;3;NOR1262;I;46;974557355;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Laksevåg og Bergen Maritime videregående skole;4,1;15
2;3;NOR1262;I;46;974571188;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Måløy vidaregåande skule;2,8;9
2;3;NOR1262;I;46;993527084;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Nordahl Grieg videregående skole;*;*
2;3;NOR1262;I;46;974557290;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Odda vidaregåande skule;2,7;9
2;3;NOR1262;I;46;989630008;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Olsvikåsen videregående skole;*;*
2;3;NOR1262;I;46;974557576;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Os vidaregåande skule;4,1;27
2;3;NOR1262;I;46;974557150;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Osterøy vidaregåande skule;3,8;15
2;3;NOR1262;I;46;974557142;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Sandsli videregående skole;2,7;10
2;3;NOR1262;I;46;974557320;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Slåtthaug videregående skole;3,9;25
2;3;NOR1262;I;46;974571056;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Sogndal vidaregåande skule;3,1;25
2;3;NOR1262;I;46;974557568;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Sotra vidaregåande skule;3,2;12
2;3;NOR1262;I;46;974557703;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Stend vidaregåande skule;3,3;18
2;3;NOR1262;I;46;974557029;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Stord vidaregåande skule;3,8;13
2;3;NOR1262;I;46;974571153;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Stryn vidaregåande skule;3,1;8
2;3;NOR1262;I;46;816031982;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Voss gymnas;3,9;13
2;3;NOR1262;I;46;874571032;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Årdal vidaregåande skule;2,4;7
2;3;NOR1262;I;46;974557487;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Årstad videregående skole;3,6;14
2;3;NOR1262;I;46;974557479;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Vestland;Åsane vidaregåande skule;3,1;25
2;2;NOR1262;I;31;31;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Østfold;Alle skoler;3,2;100
2;3;NOR1262;I;31;974544504;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Østfold;Askim videregående skole;3,4;19
2;3;NOR1262;I;31;874544442;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Østfold;Borg videregående skole;*;*
2;3;NOR1262;I;31;974544466;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Østfold;Frederik Ii videregående skole;*;*
2;3;NOR1262;I;31;974544490;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Østfold;Greåker videregående skole;3,1;9
2;3;NOR1262;I;31;974544563;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Østfold;Halden videregående skole;3,7;16
2;3;NOR1262;I;31;974544520;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Østfold;Kalnes videregående skole;*;*
2;3;NOR1262;I;31;974544539;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Østfold;Kirkeparken videregående skole;3,3;7
2;3;NOR1262;I;31;974544512;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Østfold;Mysen videregående skole;3,1;23
2;3;NOR1262;I;31;974158876;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Østfold;Seiersborg videregående skole Fredrikstad AS;2;8
2;3;NOR1262;I;31;874544582;Norsk, vg2 yrkesfaglige utdanningsprogram;Hele landet;Østfold;St. Olav videregående skole;*;*
2;0;NOR1267;Alle;0;Alle;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Alle fylker;Alle skoler;3,7;32 205
2;1;NOR1267;I;0;I;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Alle fylker;Alle skoler;3,7;32 205
2;2;NOR1267;I;42;42;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Alle skoler;3,6;1 904
2;3;NOR1267;I;42;982759846;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Akademiet Kristiansand AS;3,5;18
2;3;NOR1267;I;42;974573873;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Arendal videregående skole avd Tyholmen;3,7;150
2;3;NOR1267;I;42;974573881;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Dahlske videregående skole;3,6;130
2;3;NOR1267;I;42;974117738;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Drottningborg Vgs AS;3,9;64
2;3;NOR1267;I;42;874595012;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Eilert Sundt videregående skole Studiested Farsund;3,5;75
2;3;NOR1267;I;42;974595141;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Flekkefjord videregående skole Studiested Flekkefjord;3,6;62
2;3;NOR1267;I;42;974594994;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Kristiansand katedralskole Gimle;3,9;364
2;3;NOR1267;I;42;974595117;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Kvadraturen videregående skole;3,5;122
2;3;NOR1267;I;42;973149776;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Kvs-Lyngdal AS;3,8;89
2;3;NOR1267;I;42;974573857;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Lillesand videregående skole;3,8;54
2;3;NOR1267;I;42;974595125;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Mandal videregående skole;3,8;95
2;3;NOR1267;I;42;994557416;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Oasen videregående skole AS;2,6;18
2;3;NOR1267;I;42;974573806;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Risør videregående skole;3,6;23
2;3;NOR1267;I;42;974573814;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Sam Eyde videregående skole;3,6;126
2;3;NOR1267;I;42;874573892;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Setesdal vidaregåande skule;4;51
2;3;NOR1267;I;42;974595060;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Sirdal videregående skole;3,4;21
2;3;NOR1267;I;42;928112535;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Smi-Skolen i Agder;3,4;7
2;3;NOR1267;I;42;874595152;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Tangen videregående skole;3,4;181
2;3;NOR1267;I;42;974573865;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Tvedestrand videregående skole;3,4;85
2;3;NOR1267;I;42;974595044;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Vennesla videregående skole;3,8;27
2;3;NOR1267;I;42;974595001;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Agder;Vågsbygd videregående skole;3,5;142
2;2;NOR1267;I;32;32;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Alle skoler;3,6;5 079
2;3;NOR1267;I;32;931696068;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Akademiet Vgs Sandvika AS;*;*
2;3;NOR1267;I;32;974587742;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Asker videregående skole;4;210
2;3;NOR1267;I;32;974587637;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Bjertnes videregående skole;3,8;120
2;3;NOR1267;I;32;974587602;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Bjørkelangen videregående skole;3,7;80
2;3;NOR1267;I;32;974587831;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Bleiker videregående skole;3,3;74
2;3;NOR1267;I;32;974587882;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Drømtorp videregående skole;3,5;40
2;3;NOR1267;I;32;974587890;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Dønski videregående skole;3,6;159
2;3;NOR1267;I;32;974587661;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Eidsvoll videregående skole;3;115
2;3;NOR1267;I;32;974587726;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Eikeli videregående skole;3,7;179
2;3;NOR1267;I;32;825322922;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Feiring videregående skole AS;*;*
2;3;NOR1267;I;32;988843709;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Frogn videregående skole;3,3;164
2;3;NOR1267;I;32;913459598;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Hoppensprett Akademiet Vgs Jessheim AS;2,7;48
2;3;NOR1267;I;32;974587807;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Hvam videregående skole;3,1;49
2;3;NOR1267;I;32;974587645;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Jessheim videregående skole;3,6;261
2;3;NOR1267;I;32;974587750;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Lillestrøm videregående skole;4;244
2;3;NOR1267;I;32;974587610;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Lørenskog videregående skole;3,7;231
2;3;NOR1267;I;32;991815325;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Mailand videregående skole;3,5;157
2;3;NOR1267;I;32;974587734;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Nadderud videregående skole;4,1;170
2;3;NOR1267;I;32;988084948;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Nannestad videregående skole;2,9;142
2;3;NOR1267;I;32;974587653;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Nes videregående skole;3,4;72
2;3;NOR1267;I;32;974587599;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Nesbru videregående skole;3,5;179
2;3;NOR1267;I;32;974587572;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Nesodden videregående skole;3,5;103
2;3;NOR1267;I;32;921204353;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Norges Realfagsgymnas Sandvika AS;3,9;37
2;3;NOR1267;I;32;990672962;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Norges Toppidrettsgymnas Bærum AS;3,7;120
2;3;NOR1267;I;32;974587580;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Roald Amundsen videregående skole;3,7;137
2;3;NOR1267;I;32;974587866;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Rosenvilde videregående skole;3,5;173
2;3;NOR1267;I;32;974587823;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Rud videregående skole;3,8;72
2;3;NOR1267;I;32;974587769;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Rælingen videregående skole;3,2;136
2;3;NOR1267;I;32;974605953;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Røyken videregående skole;3,4;115
2;3;NOR1267;I;32;988835064;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Sandvika videregående skole;3,7;260
2;3;NOR1267;I;32;974587629;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Skedsmo videregående skole;3,5;168
2;3;NOR1267;I;32;974587696;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Ski videregående skole;4;219
2;3;NOR1267;I;32;974587718;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Stabekk videregående skole;4,2;116
2;3;NOR1267;I;32;874587842;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Sørumsand videregående skole;3,3;130
2;3;NOR1267;I;32;874587702;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Valler videregående skole;4;180
2;3;NOR1267;I;32;974587815;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Vestby videregående skole;3,7;78
2;3;NOR1267;I;32;825308512;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Wang Romerike AS;3,8;127
2;3;NOR1267;I;32;974587564;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Akershus;Ås videregående skole;4;198
2;2;NOR1267;I;33;33;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Buskerud;Alle skoler;3,6;1 659
2;3;NOR1267;I;33;985500568;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Buskerud;Akademiet Drammen AS;4;92
2;3;NOR1267;I;33;996789845;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Buskerud;Akademiet Vgs Bragernes Drammen AS;3,5;56
2;3;NOR1267;I;33;988938424;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Buskerud;Akademiet Ypsilon videregående skole AS;3,9;58
2;3;NOR1267;I;33;986737162;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Buskerud;Briskeby videregående skole AS;3,7;7
2;3;NOR1267;I;33;974606216;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Buskerud;Buskerud videregående skole;3,3;76
2;3;NOR1267;I;33;874605972;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Buskerud;Drammen videregående skole;3,6;378
2;3;NOR1267;I;33;974605988;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Buskerud;Eiker videregående skole;3,9;118
2;3;NOR1267;I;33;974606194;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Buskerud;Gol vidaregåande skule;3,7;69
2;3;NOR1267;I;33;974605929;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Buskerud;Hønefoss videregående skole;3,3;78
2;3;NOR1267;I;33;974605996;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Buskerud;Kongsberg videregående skole;3,8;163
2;3;NOR1267;I;33;974606135;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Buskerud;Lier videregående skole;3,5;66
2;3;NOR1267;I;33;974176122;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Buskerud;Norges Toppidrettsgymnas Geilo AS;3,5;31
2;3;NOR1267;I;33;974606232;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Buskerud;Numedal videregående skole;2,9;7
2;3;NOR1267;I;33;974606208;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Buskerud;Ringerike videregående skole;3,6;171
2;3;NOR1267;I;33;974605961;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Buskerud;St Hallvard videregående skole;3,5;220
2;3;NOR1267;I;33;973255754;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Buskerud;Tyrifjord videregående skole;3,6;20
2;3;NOR1267;I;33;974605937;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Buskerud;Åssiden videregående skole;3;49
2;2;NOR1267;I;56;56;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Finnmark - Finnmárku - Finmarkku;Alle skoler;3,6;215
2;3;NOR1267;I;56;974622750;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Finnmark - Finnmárku - Finmarkku;Alta videregående skole;3,6;100
2;3;NOR1267;I;56;914837367;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Finnmark - Finnmárku - Finmarkku;Båtsfjord private videregående skole AS;*;*
2;3;NOR1267;I;56;874622702;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Finnmark - Finnmárku - Finmarkku;Hammerfest videregående skole;3,2;39
2;3;NOR1267;I;56;974622726;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Finnmark - Finnmárku - Finmarkku;Kirkenes videregående skole;3,8;25
2;3;NOR1267;I;56;974622742;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Finnmark - Finnmárku - Finmarkku;Lakselv videregående skole;*;*
2;3;NOR1267;I;56;974622734;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Finnmark - Finnmárku - Finmarkku;Nordkapp videregående skole;4;12
2;3;NOR1267;I;56;974622718;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Finnmark - Finnmárku - Finmarkku;Vadsø videregående skole;4;21
2;3;NOR1267;I;56;974622777;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Finnmark - Finnmárku - Finmarkku;Vardø videregående skole;3,6;9
2;2;NOR1267;I;34;34;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Innlandet;Alle skoler;3,7;2 040
2;3;NOR1267;I;34;920330754;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Innlandet;Create - Lillehammer Kreative videregående skole AS;4,1;43
2;3;NOR1267;I;34;974571900;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Innlandet;Elverum videregående skole;3,9;167
2;3;NOR1267;I;34;974597195;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Innlandet;Gausdal videregående skole;3,7;64
2;3;NOR1267;I;34;974597284;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Innlandet;Gjøvik videregående skole;3,7;192
2;3;NOR1267;I;34;998513448;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Innlandet;Hadeland videregående skole;3,8;145
2;3;NOR1267;I;34;974571919;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Innlandet;Hamar katedralskole;3,9;244
2;3;NOR1267;I;34;974597322;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Innlandet;Lena-Valle videregående skole avd Lena;3,3;100
2;3;NOR1267;I;34;974597241;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Innlandet;Lillehammer videregående skole avd Nord;3,7;17
2;3;NOR1267;I;34;874597252;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Innlandet;Lillehammer videregående skole avd Sør;3,9;135
2;3;NOR1267;I;34;974597209;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Innlandet;Nord-Gudbrandsdal vidaregåande skule;3,8;44
2;3;NOR1267;I;34;974597217;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Innlandet;Nord-Gudbrandsdal Videregåande skule avd Lom (Nedlagt);3,6;25
2;3;NOR1267;I;34;970963847;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Innlandet;Nord-Østerdal videregående skole;3,4;40
2;3;NOR1267;I;34;986147667;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Innlandet;Norges Toppidrettsgymnas Kongsvinger AS;3,5;40
2;3;NOR1267;I;34;873600152;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Innlandet;Norges Toppidrettsgymnas Lillehammer AS;3,7;85
2;3;NOR1267;I;34;974597330;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Innlandet;Raufoss videregående skole;4,2;11
2;3;NOR1267;I;34;974597373;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Hele landet;Innlandet;Raufoss videregående skole avd Dokka;3,7;16
